HOUSEID,WTHHFIN,WTHHFIN5D,WTHHFIN2D,NUMADLT,HOMEOWN,HOMETYPE,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CNTTDHH,CDIVMSAR,FLAG100,HHFAMINC,HHFAMINC_IMP,HH_RACE,HHSIZE,HHVEHCNT,HHRELATD,LIF_CYC,MSACAT,MSASIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,PPT517,YOUNGCHILD,RESP_CNT,URBRUR_2010,TDAYDATE,WRKCOUNT,STRATUMID
9000209527,7381.994858,12054.61233,0,2,1,1,2,9,4,2,2,4,92,1,10,10,1,5,3,1,6,2,4,6,1,5,1,3,0,5,1,202212,1,1037
9000209529,74601.54734,0,257347.6171,2,3,3,2,3,2,2,2,3,34,1,6,6,1,3,11,1,6,4,6,7,2,6,1,1,0,3,1,202301,1,1025
9000209542,16269.41378,21699.2792,0,2,3,3,2,8,4,1,2,4,83,1,5,5,1,2,1,1,10,3,3,6,1,3,1,0,0,2,1,202212,0,1035
9000209553,10091.90674,14619.53781,0,2,1,1,2,4,2,2,2,2,42,1,8,8,1,2,2,1,2,2,4,5,1,5,1,0,0,2,1,202212,2,1027
9000209563,12962.98892,0,29891.34829,2,1,1,2,4,2,2,2,2,42,1,8,8,1,3,3,1,6,2,5,7,4,6,2,1,0,3,2,202212,2,1028
9000209568,29187.16756,42821.92744,0,2,1,1,2,9,4,2,2,27,93,1,10,10,1,5,3,1,4,3,1,4,1,1,1,2,1,4,1,202301,2,1037
9000209572,6944.437578,9626.886723,0,1,3,3,2,7,3,2,1,2,72,1,6,6,1,1,0,2,1,2,5,2,1,5,1,0,0,1,1,202212,1,1033
9000209578,10983.69072,16926.41716,0,2,2,1,1,5,3,2,2,4,51,1,10,10,1,2,2,1,2,1,5,4,1,4,1,0,0,2,1,202212,1,1029
9000209607,1733.836211,2050.117616,0,1,1,1,2,8,4,2,1,2,83,1,5,5,1,1,1,2,9,3,1,6,4,6,2,0,0,1,2,202212,1,1036
9000209626,12279.19407,0,26040.08558,2,1,1,2,4,2,2,2,0,43,1,10,10,1,3,2,1,4,3,3,1,4,6,2,1,0,3,2,202212,2,1028
9000209638,16261.22626,26690.27297,0,3,1,1,2,3,2,2,3,5,33,1,10,10,1,3,3,1,2,3,1,5,1,1,1,0,0,3,1,202212,3,1025
9000209642,7673.975891,11362.53585,0,2,1,1,2,6,3,2,2,9,62,1,10,10,1,4,2,1,6,2,4,2,1,3,1,2,0,4,1,202301,2,1031
9000209644,15409.18933,24916.15105,0,2,1,1,2,7,3,2,2,12,72,1,11,11,3,3,3,1,6,2,5,2,1,5,1,1,0,3,1,202212,2,1033
9000209652,15389.28419,22953.94822,0,2,1,1,2,8,4,2,2,3,83,1,6,6,1,4,2,1,4,3,1,6,4,6,2,0,2,2,1,202212,2,1035
9000209661,6007.404787,8488.346887,0,2,1,1,1,1,1,2,2,2,13,1,8,8,1,2,2,1,10,3,3,2,1,3,1,0,0,2,1,202212,1,1021
9000209669,4967.676394,7198.13456,0,1,1,1,1,2,1,2,1,2,21,1,9,9,1,3,2,1,5,1,5,6,1,4,1,2,0,3,1,202212,1,1023
9000209670,10578.10157,15906.18482,0,2,1,1,2,7,3,2,2,3,73,1,6,6,1,4,3,1,4,3,3,4,4,6,2,1,1,3,2,202212,2,1034
9000209675,10866.46746,16629.3639,0,1,2,1,1,9,4,2,1,0,91,1,10,10,1,1,3,2,9,1,5,2,2,6,1,0,0,1,1,202212,1,1037
9000209685,9473.244424,0,35522.80508,2,2,1,2,7,3,1,2,4,73,1,5,5,1,2,1,1,10,3,2,1,1,2,1,0,0,2,1,202212,0,1033
9000209708,12993.37202,0,41779.30855,1,3,3,2,5,3,2,0,0,53,1,3,3,1,1,1,2,1,3,3,1,4,6,2,0,0,1,1,202212,0,1029
9000209726,9048.280163,13211.16263,0,3,1,1,2,3,2,2,3,4,33,1,7,7,1,3,2,1,10,3,1,4,2,6,1,0,0,3,1,202212,1,1025
9000209752,5547.51049,0,17978.1262,2,2,1,1,2,1,2,2,8,21,1,7,7,1,2,2,1,10,1,5,1,1,4,1,0,0,2,1,202301,0,1023
9000209756,3554.281054,5339.642508,0,2,2,2,2,8,4,2,2,10,83,1,8,8,1,2,2,1,10,3,2,2,1,1,1,0,0,2,1,202212,1,1035
9000209762,19309.71513,0,69975.67272,1,3,3,1,3,2,2,1,4,31,1,9,9,1,1,1,2,1,1,5,7,1,4,1,0,0,1,1,202301,1,1025
9000209764,12975.89688,19113.12908,0,2,1,1,2,5,3,2,2,4,53,1,5,5,3,2,2,1,10,3,3,2,1,3,1,0,0,2,1,202212,2,1029
9000209768,21617.90555,0,82902.33679,1,2,2,1,3,2,2,1,0,31,1,8,8,1,1,1,2,1,1,5,7,1,4,1,0,0,1,1,202301,1,1025
9000209788,7512.593404,10097.37147,0,2,4,1,2,9,4,2,2,4,92,1,11,11,1,2,2,1,10,2,4,2,4,6,2,0,0,2,2,202301,1,1038
9000209789,61025.78197,90562.30154,0,1,3,3,1,9,4,1,1,2,91,1,3,3,1,1,1,2,1,1,5,2,1,4,1,0,0,1,1,202301,0,1037
9000209792,2386.374786,2916.970432,0,2,1,1,2,3,2,2,2,8,32,1,5,5,1,2,3,1,10,2,4,6,1,5,1,0,0,2,2,202212,1,1026
9000209801,9887.974157,15561.43874,0,1,2,1,1,2,1,2,1,5,21,1,7,7,1,1,2,2,9,1,5,4,1,4,1,0,0,1,1,202212,1,1023
9000209813,15257.23865,0,53858.20664,2,3,1,1,5,3,2,2,0,51,1,6,6,2,2,2,1,10,1,5,7,1,4,1,0,0,2,1,202212,1,1029
9000209815,4959.719558,0,13427.98264,2,1,1,2,3,2,2,2,4,33,1,10,10,1,2,5,1,2,3,1,1,4,6,2,0,0,2,1,202212,1,1025
9000209836,10985.05867,15626.88475,0,2,3,3,2,7,3,2,0,2,72,1,2,2,2,2,0,1,2,2,4,2,1,3,1,0,0,2,1,202212,0,1033
9000209853,20445.25927,26070.01993,0,4,1,2,1,5,3,1,1,1,51,1,6,6,97,4,1,1,8,1,5,3,1,4,1,0,0,4,1,202301,1,1029
9000209857,5126.334094,7784.871497,0,1,2,2,2,5,3,2,1,3,53,1,7,7,1,1,1,2,9,3,3,2,1,2,1,0,0,1,1,202212,0,1029
9000209861,16833.46258,0,58758.74578,2,1,1,2,8,4,1,2,6,83,1,10,10,1,2,2,1,2,3,3,1,1,3,1,0,0,2,1,202301,0,1035
9000209863,4312.717813,6166.722511,0,2,3,3,2,8,4,2,1,0,83,1,3,3,1,2,1,1,2,3,1,4,2,6,1,0,0,2,1,202212,0,1035
9000209886,5011.080416,7984.032014,0,2,1,1,2,5,3,2,2,11,53,1,10,10,1,2,2,1,10,3,3,3,1,3,1,0,0,2,1,202212,1,1029
9000209895,19942.21957,28148.85845,0,5,3,3,2,3,2,2,5,0,32,1,4,4,1,5,4,1,2,2,5,5,1,5,1,0,0,5,1,202212,1,1025
9000209901,8114.227306,0,24893.93885,2,2,1,2,8,4,2,2,0,82,1,5,5,1,2,1,1,10,2,5,7,1,5,1,0,0,2,1,202212,0,1035
9000209903,9553.279267,14472.07232,0,3,1,1,2,7,3,2,2,11,74,1,8,8,1,3,2,1,10,4,6,5,2,6,1,0,0,3,1,202212,2,1033
9000209904,5727.759307,0,22261.0872,2,1,1,2,9,4,2,2,0,92,1,6,6,1,2,2,1,10,2,5,1,1,5,1,0,0,2,1,202301,0,1037
9000209909,20835.91113,29073.23158,0,2,1,1,2,2,1,2,2,6,22,1,5,5,3,2,2,1,7,2,4,3,1,5,1,0,0,2,1,202212,2,1023
9000209929,4634.611653,5475.845961,0,2,3,1,2,8,4,2,2,6,83,1,8,8,1,2,3,1,10,3,1,3,4,6,2,0,0,2,2,202301,0,1036
9000209939,4539.37128,5953.425009,0,2,2,1,2,2,1,2,2,0,22,1,-7,7,1,2,1,2,10,2,4,3,1,3,1,0,0,2,1,202301,0,1023
9000209941,18109.03587,23493.42583,0,1,2,4,2,4,2,2,1,4,42,1,6,6,1,1,1,2,9,2,4,5,2,6,1,0,0,1,1,202301,0,1027
9000209946,9889.758747,14890.83829,0,2,1,1,1,5,3,2,2,4,51,1,10,10,1,5,3,1,6,1,5,2,1,4,1,3,0,5,1,202212,2,1029
9000209950,12390.33644,16978.8625,0,2,1,2,2,8,4,1,2,2,83,1,7,7,1,2,2,1,2,3,3,2,1,3,1,0,0,2,1,202301,1,1035
9000209954,8410.176875,12465.57207,0,2,1,1,2,7,3,2,2,2,73,1,7,7,2,4,3,1,4,3,3,6,1,3,1,1,1,3,1,202212,1,1033
9000209959,3299.447092,0,12421.4121,2,1,1,2,4,2,2,2,6,42,1,6,6,1,2,2,1,10,2,4,1,1,5,1,0,0,2,1,202212,1,1027
9000209961,6659.183422,9628.240875,0,2,1,1,2,9,4,1,2,4,92,1,7,7,1,2,4,1,2,2,4,4,1,5,1,0,0,2,1,202212,2,1037
9000209969,8362.585128,11303.40655,0,1,1,2,1,5,3,2,1,0,51,1,6,6,2,1,1,2,9,1,5,6,1,4,1,0,0,1,1,202212,0,1029
9000209971,5535.607453,7744.832288,0,2,1,1,2,4,2,2,3,42,43,1,8,8,1,5,3,1,6,3,1,6,1,2,1,3,0,5,1,202212,1,1027
9000209997,9697.314865,14300.10719,0,1,3,1,2,9,4,2,1,3,93,1,3,3,1,1,1,2,9,3,3,5,1,2,1,0,0,1,1,202212,0,1037
9000209998,13241.25108,14839.87817,0,1,1,1,2,4,2,2,2,5,42,1,4,4,1,2,2,1,7,2,4,5,1,5,1,1,0,2,1,202301,2,1027
9000210005,27235.87101,0,113818.3163,2,1,1,2,7,3,2,2,3,72,1,5,5,1,3,2,1,6,2,5,7,1,5,1,1,0,3,1,202301,2,1033
9000210008,7863.231149,10875.74214,0,2,1,1,1,5,3,2,2,4,51,1,9,9,1,2,2,1,10,1,4,4,4,6,2,0,0,2,1,202301,2,1029
9000210027,6258.659169,9728.515615,0,1,1,1,2,5,3,2,1,4,52,1,10,10,1,1,1,2,1,2,4,5,1,5,1,0,0,1,1,202212,1,1029
9000210041,17476.40348,25795.53378,0,1,1,1,2,7,3,2,1,2,73,1,6,6,1,1,2,2,1,3,2,6,1,2,1,0,0,1,1,202212,1,1033
9000210044,7363.305657,10014.36115,0,1,1,1,2,7,3,1,0,0,73,1,2,2,1,2,1,1,5,3,2,6,1,1,1,1,0,2,1,202212,0,1033
9000210046,21244.99098,35107.72835,0,2,2,1,1,1,1,2,2,6,11,1,5,5,1,2,2,1,2,1,4,2,1,4,1,0,0,2,1,202212,1,1021
9000210054,16430.58625,20632.66175,0,2,1,1,2,4,2,2,2,6,43,1,6,6,3,4,2,1,6,3,2,5,1,2,1,2,0,4,1,202212,1,1027
9000210059,13496.94514,0,39796.6435,2,1,2,1,3,2,2,2,0,31,1,-7,7,2,2,1,1,10,1,5,7,1,4,1,0,0,2,1,202212,1,1025
9000210060,6744.468382,10887.58679,0,3,2,1,1,5,3,2,3,3,51,1,10,10,1,3,2,1,2,1,5,2,1,4,1,0,0,3,1,202212,1,1029
9000210068,11611.11296,0,41840.91176,3,2,3,1,2,1,2,1,4,21,1,7,7,3,4,1,1,6,1,5,1,1,4,1,1,0,4,1,202212,2,1023
9000210079,6158.312648,10046.94413,0,2,1,1,2,7,3,2,2,0,72,1,10,10,1,2,1,1,2,2,5,3,4,6,2,0,0,2,2,202212,1,1034
9000210086,4992.354286,6645.49416,0,1,3,3,2,3,2,2,1,3,33,1,4,4,3,1,1,2,1,3,1,2,1,1,1,0,0,1,1,202212,1,1025
9000210088,25336.67747,37787.96734,0,2,1,1,2,7,3,2,2,15,74,1,6,6,1,5,1,1,6,4,6,4,4,6,2,3,0,5,2,202212,2,1034
9000210091,4885.096609,5704.481355,0,3,2,1,2,6,3,2,3,1,63,1,6,6,1,3,4,1,10,3,1,6,4,6,2,0,0,3,2,202212,0,1032
9000210096,5098.297863,7158.824676,0,2,1,1,2,8,4,2,2,2,84,1,10,10,1,2,4,1,2,4,6,5,4,6,2,0,0,2,2,202212,1,1036
9000210097,8444.324118,13187.61135,0,2,2,1,2,3,2,2,2,2,32,1,10,10,1,4,2,1,4,2,5,4,1,5,1,1,1,3,1,202212,2,1025
9000210106,5789.291017,9172.660153,0,2,1,1,2,9,4,2,2,10,92,1,7,7,1,2,2,1,10,2,5,3,1,5,1,0,0,2,1,202212,0,1037
9000210108,21887.83098,28903.38626,0,2,1,1,2,4,2,2,2,2,42,1,10,10,1,2,2,1,2,2,5,4,1,5,1,0,0,2,1,202301,2,1027
9000210113,5113.090455,7722.103557,0,1,3,1,2,7,3,2,1,0,73,1,6,6,1,1,1,2,1,3,1,6,4,6,2,0,0,1,2,202212,1,1034
9000210125,3246.984828,4590.859734,0,2,3,3,2,5,3,2,2,4,53,1,6,6,1,2,3,2,2,3,3,4,1,3,1,0,0,2,1,202212,2,1029
9000210132,7106.293941,8516.968098,0,1,3,3,2,2,1,2,1,2,23,1,4,4,1,1,1,2,1,3,3,3,1,3,1,0,0,1,1,202301,1,1023
9000210134,7266.148963,11417.58076,0,2,2,1,2,8,4,2,2,2,83,1,9,9,1,2,3,1,2,3,1,3,2,6,1,0,0,2,1,202212,2,1035
9000210142,8085.61197,10079.23493,0,2,1,1,2,4,2,2,2,0,43,1,7,7,1,4,2,1,4,3,1,3,1,1,1,0,2,2,1,202301,2,1027
9000210153,7099.88044,11091.71866,0,2,2,2,1,3,2,2,2,5,31,1,11,11,1,2,2,1,2,1,5,3,1,4,1,0,0,2,1,202212,1,1025
9000210156,22974.57157,34832.87511,0,5,1,1,2,6,3,2,5,2,62,2,8,8,1,5,5,1,8,2,4,5,1,5,1,0,0,4,1,202301,1,1031
9000210157,4134.322609,5028.226466,0,2,2,1,1,9,4,2,2,5,91,1,8,8,1,2,3,1,2,1,5,5,4,6,2,0,0,2,2,202212,2,1038
9000210161,7210.276113,11081.71505,0,2,2,1,2,5,3,2,2,0,53,1,7,7,2,3,3,1,4,3,3,2,1,3,1,0,1,2,1,202212,2,1029
9000210174,14692.88293,20917.5266,0,2,1,1,2,4,2,2,2,2,44,1,5,5,1,2,3,1,10,4,6,3,4,6,2,0,0,2,2,202301,0,1028
9000210182,5715.684966,7791.802643,0,2,1,1,2,2,1,2,2,2,22,1,6,6,1,2,2,1,2,2,4,2,1,5,1,0,0,2,1,202212,2,1023
9000210185,4959.552304,6377.386234,0,2,2,1,2,6,3,2,2,2,63,1,8,8,1,2,3,1,10,3,1,2,4,6,2,0,0,2,2,202212,1,1032
9000210186,26031.98438,44237.21239,0,2,2,4,2,6,3,2,1,0,63,1,2,2,1,2,1,1,2,3,2,4,1,1,1,0,0,2,1,202212,0,1031
9000210195,11923.1756,15293.53783,0,1,3,3,2,5,3,2,1,2,53,1,1,1,1,1,1,2,1,3,1,6,1,1,1,0,0,1,1,202301,0,1029
9000210197,7800.0518,10020.4243,0,1,3,2,2,1,1,2,1,4,12,1,3,3,1,1,1,2,9,2,4,5,1,3,1,0,0,1,1,202301,0,1021
9000210201,6467.724477,9503.352607,0,2,2,1,2,9,4,2,2,0,92,1,7,7,1,2,2,1,10,2,5,3,1,5,1,0,0,2,1,202301,1,1037
9000210211,39275.95701,0,120071.0578,3,2,1,2,2,1,2,3,0,23,1,8,8,1,3,3,1,10,3,1,7,4,6,2,0,0,3,2,202212,2,1024
9000210218,11985.61701,19034.44356,0,2,2,1,1,5,3,2,2,8,51,1,8,8,3,2,2,1,10,1,5,3,1,4,1,0,0,2,1,202212,0,1029
9000210249,4832.919636,6854.186238,0,1,3,3,2,7,3,2,1,0,73,1,1,1,1,1,1,2,1,3,1,6,2,6,1,0,0,1,1,202212,0,1033
9000210252,23572.25206,32704.40621,0,1,3,3,2,8,4,2,1,1,82,1,6,6,2,1,1,2,1,2,4,5,1,5,1,0,0,1,1,202301,0,1035
9000210255,7302.546138,0,24503.29648,2,3,3,1,3,2,2,0,0,31,1,3,3,1,2,0,1,2,1,5,1,1,4,1,0,0,2,1,202212,1,1025
9000210264,4072.329488,6212.502674,0,2,1,2,2,5,3,2,2,6,52,1,8,8,1,2,1,1,2,2,5,4,1,5,1,0,0,2,1,202212,2,1029
9000210266,13254.10952,0,32997.86,2,2,1,2,6,3,2,2,2,63,1,3,3,2,4,2,1,6,3,1,1,2,6,1,2,0,4,1,202212,2,1031
9000210273,11297.53214,14835.38059,0,1,1,1,2,7,3,2,1,2,73,1,6,6,1,1,1,2,1,3,1,5,4,6,2,0,0,1,2,202301,1,1034
9000210280,2702.336129,3604.637082,0,1,1,1,1,3,2,2,1,0,31,1,4,4,1,1,1,2,9,1,5,2,1,4,1,0,0,1,1,202212,1,1025
9000210293,29306.24626,52264.5094,0,4,1,1,1,9,4,2,4,5,91,2,10,10,1,6,4,1,4,1,5,5,1,4,1,1,1,4,1,202212,3,1037
9000210296,6539.973122,9423.086583,0,2,1,3,1,5,3,2,2,4,51,1,9,9,1,2,2,1,10,1,5,6,1,4,1,0,0,2,1,202212,0,1029
9000210301,7758.794043,0,44492.20308,1,1,1,2,6,3,2,1,0,64,1,3,3,2,1,0,2,9,4,6,1,4,6,2,0,0,1,2,202212,0,1032
9000210312,19649.24725,27639.32867,0,2,1,1,2,2,1,2,2,0,22,1,9,9,1,2,2,1,2,2,4,6,1,5,1,0,0,2,1,202301,2,1023
9000210314,25395.62144,0,79138.22709,2,3,3,1,9,4,1,2,4,91,1,8,8,1,4,1,1,4,1,5,1,1,4,1,0,2,2,1,202212,2,1037
9000210319,20775.49499,25457.54346,0,2,2,1,2,6,3,2,2,7,62,1,10,10,1,2,8,1,2,2,4,6,4,6,2,0,0,2,2,202301,1,1032
9000210351,3653.215717,5024.046959,0,1,3,3,2,5,3,2,1,1,52,1,6,6,1,1,1,2,9,2,5,2,1,5,1,0,0,1,1,202212,0,1029
9000210353,39840.05205,0,206928.1484,1,1,1,2,2,1,2,3,2,24,1,6,6,1,4,3,1,5,4,6,7,4,6,2,3,0,4,2,202301,2,1024
9000210372,27572.69988,39251.67944,0,1,3,3,2,5,3,2,1,2,52,1,1,1,2,2,1,1,3,2,4,4,1,2,1,0,1,1,1,202212,1,1029
9000210374,5029.207512,7289.915955,0,1,2,1,2,7,3,2,1,4,73,1,5,5,1,1,2,2,9,3,2,2,1,2,1,0,0,1,1,202212,1,1033
9000210381,7953.781836,12469.79576,0,2,1,3,2,5,3,2,2,10,52,1,6,6,1,2,2,1,10,2,5,5,1,5,1,0,0,2,1,202212,0,1029
9000210386,7820.853373,11506.65879,0,2,2,1,2,4,2,2,2,4,43,1,7,7,1,2,2,1,10,3,1,2,4,6,2,0,0,2,1,202212,0,1027
9000210387,13702.4051,20815.46403,0,2,2,1,2,9,4,2,2,4,93,1,6,6,1,3,2,1,6,3,3,5,1,2,1,1,0,3,1,202212,2,1037
9000210390,1471.089734,1751.157815,0,2,1,1,2,8,4,2,2,0,83,1,5,5,1,2,2,1,10,3,1,6,4,6,2,0,0,2,2,202212,0,1036
9000210391,8456.401326,0,25286.84755,2,3,2,2,9,4,2,2,4,92,1,11,11,1,2,1,1,2,2,5,1,1,5,1,0,0,2,1,202301,2,1037
9000210398,10590.95057,16552.81259,0,2,3,2,1,2,1,2,2,4,21,1,11,11,1,2,3,1,10,1,5,6,1,4,1,0,0,2,2,202301,1,1023
9000210400,24880.48317,0,92225.33509,1,3,3,1,9,4,1,1,3,91,1,6,6,97,1,1,2,1,1,5,7,1,4,1,0,0,1,1,202212,1,1037
9000210416,53347.16395,71880.32272,0,3,1,1,2,4,2,2,2,4,43,1,6,6,1,6,2,1,4,3,1,5,1,1,1,2,1,5,1,202212,1,1027
9000210417,4207.28113,6232.058378,0,2,1,1,2,8,4,2,2,4,82,1,6,6,1,2,1,1,2,2,5,5,1,5,1,0,0,2,1,202212,2,1035
9000210421,7220.64977,10185.79132,0,1,3,3,2,3,2,2,1,1,32,1,5,5,2,2,1,1,3,2,4,2,1,5,1,0,1,1,1,202212,1,1025
9000210452,16412.81828,17607.78426,0,1,1,1,2,6,3,2,1,2,63,1,7,7,1,1,1,2,9,3,2,4,1,2,1,0,0,1,2,202301,0,1032
9000210461,15316.68597,22465.08429,0,2,1,1,2,4,2,2,2,2,42,1,6,6,1,2,2,1,10,2,4,4,4,6,2,0,0,2,2,202301,1,1028
9000210465,3756.611564,4852.238598,0,2,2,1,2,5,3,2,1,4,53,1,5,5,1,2,2,2,10,3,3,4,1,2,1,0,0,2,1,202212,0,1029
9000210472,4126.895306,5691.384223,0,2,2,1,1,2,1,2,2,8,21,1,6,6,1,2,2,1,10,1,5,5,1,4,1,0,0,2,1,202212,0,1023
9000210482,20988.65584,30518.08311,0,2,1,1,2,7,3,2,2,4,72,1,7,7,2,6,2,1,4,2,5,5,4,6,2,3,1,5,2,202212,1,1033
9000210506,4886.938736,6408.850486,0,1,2,2,1,2,1,2,1,2,21,1,7,7,1,1,1,2,9,1,5,3,1,4,1,0,0,1,1,202301,1,1023
9000210527,15328.68444,21201.04861,0,1,1,1,1,5,3,1,1,0,51,1,9,9,1,1,2,2,1,1,5,3,1,4,1,0,0,1,1,202212,1,1029
9000210528,14565.3403,19626.15696,0,2,2,1,2,8,4,2,1,2,82,1,6,6,1,2,1,1,10,2,5,2,1,5,1,0,0,2,1,202301,1,1035
9000210544,67409.79004,100263.0693,0,3,2,4,1,9,4,1,2,16,91,1,2,2,1,6,1,1,6,1,5,2,1,4,1,3,0,6,1,202301,0,1037
9000210554,11459.52706,17588.29865,0,2,2,1,2,7,3,1,2,8,72,1,11,11,1,2,4,1,7,2,5,5,1,2,1,0,0,2,1,202212,1,1033
9000210576,4436.548076,6935.614087,0,1,1,1,1,5,3,2,1,4,51,1,11,11,1,2,1,1,5,1,5,2,1,4,1,1,0,2,1,202212,0,1029
9000210594,2461.341549,3667.528778,0,2,2,1,1,3,2,2,2,2,31,1,9,9,1,2,2,1,10,1,5,2,1,4,1,0,0,2,1,202212,1,1025
9000210615,10587.75151,13537.84458,0,2,3,3,1,1,1,1,2,8,11,1,9,9,2,2,0,1,2,1,5,3,1,4,1,0,0,2,1,202301,2,1021
9000210618,12187.50277,19923.12909,0,1,3,3,1,3,2,2,1,6,31,1,10,10,3,1,1,2,1,1,5,6,1,4,1,0,0,1,1,202212,1,1025
9000210620,17787.42038,27108.0616,0,2,1,1,1,3,2,2,2,6,31,1,10,10,1,2,3,1,10,1,5,6,2,6,1,0,0,2,1,202301,1,1025
9000210647,7943.33425,11216.6665,0,1,1,1,1,2,1,2,1,0,21,1,6,6,97,1,1,2,1,1,5,3,1,4,1,0,0,1,1,202212,1,1023
9000210656,6928.549088,10886.81324,0,1,3,3,2,6,3,2,2,2,62,1,7,7,1,2,3,1,7,2,4,2,1,3,1,1,0,2,1,202212,1,1031
9000210667,5761.511127,0,24656.89332,2,1,1,2,4,2,2,2,4,42,1,6,6,1,2,2,2,2,2,5,7,1,5,1,0,0,2,1,202212,2,1027
9000210683,8217.764968,13219.35752,0,2,2,1,1,9,4,2,2,2,91,1,7,7,1,4,2,1,4,1,5,3,1,4,1,1,1,3,1,202212,1,1037
9000210684,3686.881343,5038.815022,0,1,2,1,2,9,4,2,1,2,94,1,5,5,1,1,1,2,9,4,6,4,2,6,1,0,0,1,1,202212,0,1037
9000210691,5619.341129,7850.883989,0,2,1,1,2,3,2,2,2,4,33,1,7,7,1,2,1,1,10,3,2,5,1,2,1,0,0,2,1,202212,2,1025
9000210695,19829.34278,0,73327.07238,3,1,1,2,4,2,2,3,0,42,1,10,10,1,5,3,1,6,2,4,1,1,5,1,2,0,5,1,202212,0,1027
9000210707,48396.84882,0,133425.1472,2,3,3,2,5,3,1,2,1,52,1,2,2,1,2,1,1,2,2,5,1,1,5,1,0,0,2,1,202212,0,1029
9000210710,6459.864683,9556.272673,0,2,2,1,2,7,3,2,2,4,74,1,8,8,1,2,2,1,10,4,6,2,4,6,2,0,0,2,1,202212,2,1033
9000210723,17780.30314,22867.46443,0,1,1,1,2,3,2,2,1,2,32,1,5,5,2,1,1,2,1,2,5,3,1,5,1,0,0,1,1,202301,0,1025
9000210727,7001.421568,0,12684.52117,2,3,1,2,1,1,2,1,2,13,1,5,5,1,2,2,1,10,3,1,1,2,6,1,0,0,2,2,202212,1,1022
9000210728,8071.882756,11718.35021,0,2,2,1,2,9,4,2,2,0,92,1,7,7,1,2,2,1,10,2,4,6,1,5,1,0,0,2,1,202212,0,1037
9000210730,3400.852254,0,19271.30976,2,1,1,2,8,4,2,2,0,83,1,9,9,1,2,3,1,10,3,3,1,1,3,1,0,0,2,2,202301,0,1036
9000210732,5573.416239,7614.513126,0,2,1,1,2,8,4,2,1,4,82,1,8,8,1,2,1,1,2,2,5,3,1,5,1,0,0,2,1,202301,0,1035
9000210735,6298.887903,7761.787044,0,1,2,1,2,3,2,2,1,4,32,1,6,6,1,1,1,2,9,2,5,5,4,6,2,0,0,1,2,202301,0,1026
9000210741,4296.937273,5535.421997,0,1,1,1,2,3,2,2,1,2,32,1,8,8,1,1,5,2,9,2,4,2,4,6,2,0,0,1,2,202301,1,1026
9000210742,23264.46042,34822.37758,0,2,1,1,2,3,2,1,2,14,33,1,8,8,97,3,1,1,6,3,2,4,1,2,1,1,0,3,1,202212,1,1025
9000210747,8477.161859,14047.77821,0,2,1,1,2,7,3,2,2,8,74,1,11,11,1,2,3,1,2,4,6,3,2,6,1,0,0,2,1,202212,2,1033
9000210752,5350.359974,7826.053869,0,2,2,1,1,2,1,2,2,2,21,1,11,11,1,2,2,1,2,1,5,3,1,4,1,0,0,2,1,202301,2,1023
9000210767,19585.75986,26225.91469,0,1,2,2,1,9,4,2,1,7,91,1,6,6,3,3,1,1,5,1,4,6,1,4,1,2,0,3,1,202301,1,1037
9000210774,23367.59697,35447.84539,0,3,1,1,2,4,2,2,3,0,42,1,11,11,1,3,2,1,8,2,5,2,1,5,1,0,0,3,1,202212,2,1027
9000210776,15924.69049,23451.21619,0,3,1,1,1,5,3,2,2,0,51,1,7,7,1,3,2,1,2,1,4,2,1,4,1,0,0,3,1,202212,1,1029
9000210816,3379.638578,4590.745669,0,1,2,1,2,5,3,2,1,2,52,1,8,8,1,1,1,2,9,2,4,2,1,5,1,0,0,1,1,202301,0,1029
9000210819,8655.509544,13215.98527,0,2,1,1,2,8,4,2,2,8,82,1,10,10,1,4,2,1,4,2,4,6,1,5,1,1,1,3,1,202212,1,1035
9000210825,4985.922618,0,17042.08636,1,1,1,1,3,2,2,1,3,31,1,3,3,1,1,1,2,9,1,5,1,1,4,1,0,0,1,1,202212,1,1025
9000210847,17932.84551,27488.39098,0,2,1,2,1,3,2,2,2,2,31,1,11,11,3,2,1,1,10,1,5,6,1,4,1,0,0,2,1,202212,1,1025
9000210875,17478.56907,0,45764.59691,2,1,1,2,7,3,2,3,0,72,2,1,1,1,4,3,1,6,2,5,1,4,6,2,2,0,3,2,202212,0,1034
9000210883,6401.884965,11072.66483,0,2,1,1,1,3,2,2,2,3,31,1,10,10,1,2,2,1,2,1,5,3,1,4,1,0,0,2,1,202212,2,1025
9000210888,6124.500684,9567.341601,0,3,1,1,2,8,4,2,2,1,83,1,8,8,1,3,1,1,10,3,1,6,4,6,2,0,0,3,1,202212,0,1035
9000210891,7949.663614,11442.36651,0,1,3,3,2,3,2,2,1,0,33,1,6,6,1,1,1,2,1,3,3,4,1,2,1,0,0,1,1,202212,1,1025
9000210900,20029.1362,0,38817.55816,1,3,3,2,1,1,2,0,0,14,1,1,1,1,1,0,2,1,4,6,1,4,6,2,0,0,1,2,202212,0,1022
9000210917,6104.482044,0,16897.49856,2,2,2,2,2,1,2,2,2,23,1,7,7,1,2,2,1,10,3,1,7,1,2,1,0,0,2,1,202212,0,1023
